nom;adresse;telephone;lat;lon
Ecole Elémentaire Alfred de Musset;Rue de la Forêt, 57730 Folschviller;03 87 92 21 24;49.07937371389547;6.688253094236857
Ecole Elémentaire Centre;3 place de l'Eglise, 57730 Folschviller;03 87 92 25 89;49.06767364862547;6.684509672306703
Les P'tits Galibots;Rue de la Forêt, 57730 Folschviller;03 87 92 35 40;49.07937371389547;6.688253094236857
Ecole primaire Centre;Rue de Metz, 57650 Fontoy;03 57 32 36 23;49.35553832515284;5.999930240649126
Ecole Elémentaire Bellevue;11 rue BELLEVUE, 57600 Forbach;03 87 85 05 63;49.1919218077499;6.894890380601151
Ecole élémentaire Louis Houpert;1 rue DU WIESBERG, 57600 Forbach;03 87 85 51 96;49.17681236219655;6.892379683845443
Ecole maternelle Bellevue;11 rue Bellevue, 57600 Forbach;03 87 88 02 28;49.19245061686721;6.89496042612092
Ecole maternelle Louis Houpert;1 rue DU WIESBERG, 57600 Forbach;03 87 85 23 86;49.17664833583335;6.89091061255273
Ecole primaire biculturelle Creutzberg;Rue Marie et du 146ème Ri, 57600 Forbach;03 87 87 72 08;49.186703301120154;6.912639416362327
Ecole primaire Bruch;1 allée DES FRENES, 57600 Forbach;03 87 85 37 60;49.196850363856406;6.873899487407206
Ecole primaire du Centre;5 avenue Passaga, 57600 Forbach;03 87 88 46 32;49.185078107236926;6.9016996585094175
Ecole primaire Marienau;1 rue DU KOBENBERG, 57600 Forbach;03 87 85 72 46;49.18532264345794;6.872610319180297
Ecole primaire privée La Providence;2 avenue du Général Passaga, 57600 Forbach;03 87 85 45 23;49.18464403457313;6.902150277030673
Ecole primaire;2 impasse DES ECOLES, 57670 Francaltroff;03 87 05 77 12;48.964433919411135;6.8008002696227585
Ecole Elémentaire;Rue des Ecoles, 57200 Frauenberg;09 60 41 11 57;49.13827436621294;7.121429969350989
Ecole maternelle;Rue des Ecoles, 57200 Frauenberg;03 87 95 16 72;49.137962768106796;7.121800339773847
Ecole primaire La Clé des Chants;70 rue Robert Schuman, 57320 Freistroff;09 62 21 53 42;49.281807858583925;6.489130415876036
Ecole Elémentaire;8 rue des Jardins, 57660 Frémestroff;03 87 90 05 47;49.01719341081504;6.780509784196354
Ecole primaire Les Cigogneaux;2 rue de l'Ecole, 57660 Freybouse;03 87 01 73 69;49.00619778610573;6.776690322501526
Ecole élémentaire La Chapelle;Impasse des Mésanges, 57800 Freyming-Merlebach;03 87 04 74 35;49.145685343810854;6.783830693143988
Ecole maternelle Centre André Marie;Avenue de la République, 57800 Freyming-Merlebach;03 87 04 42 76;49.143410456722975;6.798859426522243
Ecole maternelle Cité Cuvelette Biculturelle;41 avenue d'Alsace, 57800 Freyming-Merlebach;03 87 04 44 43;49.153553763771306;6.814420624766148
Ecole maternelle Cité La Chapelle;Impasse des Mésanges, 57800 Freyming-Merlebach;03 87 04 76 49;49.14528016360636;6.784149576125866
Ecole maternelle Sainte-Barbe;Rue Gambetta, 57800 Freyming-Merlebach;09 63 53 38 38;49.144532147441446;6.809469499399114
Ecole primaire E. Reumaux intercommunale;Rue du Wiselstein Biculturelle, 57800 Freyming-Merlebach;03 87 04 43 01;49.15757594769609;6.811850148759604
Ecole Primaire marcel Pagnol;16 avenue Emile Huchet, 57800 Freyming-Merlebach;03 87 04 77 35;49.14445770469314;6.802919336119015
Ecole primaire privée Saint Joseph-La Providence;10 rue DE L ABBE HEYDEL, BP 50038, 57800 Freyming-Merlebach;03 87 04 43 87;49.147098025587724;6.81657935465762
Ecole primaire Saint-Exupéry;32 rue Saint-Exupéry, BP 155, 57800 Freyming-Merlebach;03 87 04 43 35;49.15131088939959;6.824080586758098
Ecole Elémentaire Les Hauts Chênes;60 route de Desseling, 57810 Fribourg;03 87 03 41 80;48.76780523030583;6.856718390142514
Ecole Elémentaire J. Terver;16 rue Docteur Stoufflet, 57175 Gandrange;03 87 67 24 55;49.27491742261903;6.1463901720202445
Ecole primaire P. Verlaine;17 rue des Ecoles, 57175 Gandrange;03 87 58 19 00;49.270884696924114;6.124950471259043
Ecole primaire;2 impasse de l'Ecole, 57820 Garrebourg;03 87 25 35 60;48.71209047894585;7.235432875237509
Ecole primaire Erckmann-Chatrian;1 RUE ERCKMANN CHATRIAN, 57570 Gavisse;03 82 55 34 13;49.430959949128585;6.286220633253658
Ecole Elémentaire;4 rue de l'Eglise, 57260 Gelucourt;03 87 86 80 41;48.766200239188024;6.72562068165295
Ecole Elémentaire du Mont Royal;2 rue des Ecoles, 57620 Goetzenbruck;03 87 96 80 47;48.97630421370653;7.380749385342091
Ecole maternelle Les premiers pas;3 rue des Ecoles, 57620 Goetzenbruck;03 87 96 83 91;48.97594991650679;7.380709918248243
Ecole Elémentaire;10 RUE PRINCIPALE, 57420 Goin;03 87 52 48 21;48.98759538351349;6.214770596974412
Ecole maternelle;10 RUE PRINCIPALE, 57420 Goin;03 87 52 45 39;48.987824719294515;6.2149105982161545
Ecole primaire;9 rue de l'Eglise, 57220 Gomelange;06 74 39 82 04;49.24093179111354;6.469259349060358
Ecole primaire;145 rue de l'Eglise, 57815 Gondrexange;03 87 25 90 96;48.684331604898276;6.927960137580837
Ecole primaire;1 place du Général de Gaulle, 57680 Gorze;03 87 69 95 14;49.052463975055915;5.998079911738736
Ecole Elémentaire;17 rue du Berger, 57930 Gosselming;03 87 07 89 11;48.79298760495126;6.998689978126546
Ecole maternelle;2 rue des Ecoles, 57130 Gravelotte;03 87 60 62 82;49.109315357444544;6.029319881491857
Ecole maternelle;2 rue derrière l'Eglise, 57170 Grémecey;03 87 05 44 39;48.80046011381357;6.406499376003275
Ecole maternelle;3 rue Principale, 57480 Grindorff-Bizing;03 82 83 30 92;49.37829120155558;6.5082605144495895
Ecole primaire les Hirondelles;2 rue des Ecoles, 57410 Gros-Réderching;03 87 02 79 27;49.067783790122306;7.220039578125582
Ecole élémentaire Erckmann-Chatrian;5 rue Saint-Joseph, 57520 Grosbliederstroff;03 87 09 01 54;49.158175207402444;7.024740478731134
Ecole maternelle Blanche-Neige;6 rue du Cimetière, 57520 Grosbliederstroff;03 87 09 13 00;49.15859181064191;7.030419829119054
Ecole primaire;60 rue de l'Ecole, 57660 Grostenquin;03 87 01 75 05;48.97821407350972;6.737710516798426
Ecole primaire;50 rue Principale, 57510 Grundviller;03 87 09 54 87;49.04468014212453;6.972015548315671
Ecole primaire;2 rue des Alliés, 57510 Guebenhouse;03 87 09 49 39;49.07544245460686;6.942169578180185
Ecole maternelle Les Capucines;Rue du Mont Cassin, 57310 Guénange;03 82 50 70 26;49.300602772477596;6.208270143546734
Ecole primaire La Canopée;14 rue Mozart, 57310 Guénange;03 82 59 36 67;49.299449323126524;6.2004119622306
Ecole primaire Sainte-Scholastique;2 grande rue Sainte-Scholastique, 57310 Guénange;03 82 50 72 82;49.30440361451806;6.2144005363848045
Ecole primaire;Rue de l'Ecole, 57470 Guenviller;03 87 89 53 79;49.108295670295526;6.798649323669575
Ecole Elémentaire;Grand'rue GRAND'RUE, 57260 Guermange;03 87 07 34 42;48.794494028922124;6.810429650198726
Ecole primaire La Cerisaie;7 rue de l'Ecole, 57880 Guerting;03 87 82 60 77;49.18897936835309;6.618200149851276
Ecole primaire des Mardelles;1 RUE DE L'ECOLE, 57380 Guessling-Hémering;03 87 00 20 88;49.0254871895039;6.655890271276887
Ecole primaire;Rue des Chaudrons, 57690 Guinglange;03 87 78 72 43;49.07440766732695;6.524280515246383
Ecole maternelle Les Boutons d'Or;Rue rue du Foyer Rural, 57340 Haboudange;03 87 86 34 22;48.887775710496975;6.613220111002074
Ecole Elémentaire Jean de La Fontaine;15 A rue des Fleurs, 57300 Hagondange;03 87 70 34 72;49.24885545546406;6.165530521323374
Ecole Elémentaire La Ballastière;9 rue du Docteur Viville, 57300 Hagondange;03 87 71 12 87;49.25270136385391;6.153629983076223
Ecole Elémentaire P. Verlaine;Rue des Pêcheurs, 57300 Hagondange;03 87 72 14 48;49.250039322833175;6.172654917682275
Ecole maternelle La Clé des Chants;35 rue Pierre Sémard, 57300 Hagondange;03 87 71 51 69;49.248351620053356;6.165770391785632
Ecole maternelle Les Lutins de La Cité;Place Clémenceau, 57300 Hagondange;03 87 71 41 52;49.24683804453575;6.148879948347541
Ecole maternelle Les Sonatines;2 rue Mozart, 57300 Hagondange;03 87 71 49 47;49.25293471800917;6.172820363505921
Ecole Elémentaire Cité Genêts;Route de Creutzwald, 57880 Ham-sous-Varsberg;03 87 93 07 18;49.1852326379736;6.6608894677782
Ecole maternelle Cité des Genêts;Route de Creutzwald, 57880 Ham-sous-Varsberg;03 87 82 19 08;49.18522547798625;6.6615095627109255
Ecole primaire Anne Franck;44 rue Principale, 57880 Ham-sous-Varsberg;03 87 82 00 54;49.18127409482009;6.646460182527678
Ecole Elémentaire Centre;110 rue Nationale, 57910 Hambach;03 55 17 02 81;49.06083803555451;7.035180612447308
Ecole maternelle Les Chenilles;4 rue de la Poste, 57910 Hambach;03 87 98 09 56;49.06068537190212;7.037070338244557
Ecole primaire R. DOISNEAU;2 rue de l'Eglise, 57170 Hampont;03 87 05 90 52;48.83535574816794;6.581290368283498
Ecole Elémentaire;6 rue du Centre, 57580 Han-sur-Nied;03 87 64 65 00;48.989907336311425;6.436330002694666
Ecole Elémentaire;19 rue Principale, 57370 Hangviller;03 87 08 00 86;48.809955630330926;7.228659369461182
Ecole primaire les Ecureuils;Rue de l'Ecole, 57550 Hargarten-aux-Mines;03 87 04 25 89;49.22318799218655;6.610699514038215
Ecole primaire;6 rue Centrale, 57870 Hartzviller;03 87 25 17 01;48.66945718377128;7.086250644167818
Ecole maternelle;53 rue Principale, 57850 Haselbourg;03 87 08 85 73;48.68540746272579;7.20469885546414
Ecole Elémentaire A. DAUDET;9 rue du Général Stuhl, 57230 Haspelschiedt;03 87 96 52 68;49.086568807997566;7.483480580395264
Ecole Elémentaire;23 rue de l'Ecole, 57790 Hattigny;03 87 25 69 07;48.63193927865817;6.965539514333935
Ecole primaire du Parc;Rue des Prés, 57280 Hauconcourt;03 87 51 53 70;49.21774881558488;6.18828029564028
Ecole maternelle;1 rue DE L'EGLISE, 57400 Haut-Clocher;03 87 03 13 75;48.759087613244546;6.9997402252010215
Ecole Primaire;Rue Principale, 57480 Haute-Kontz;03 82 83 25 27;49.45335007751006;6.32480983241505
Ecole Elémentaire;4 rue Principale, 57690 Haute-Vigneulles;03 87 90 35 21;49.101824814363155;6.557309832251055
Ecole maternelle Basses Vigneulles;5 rue du Faubourg, 57690 Haute-Vigneulles;03 87 64 35 71;49.088152772091206;6.547069421880127
Ecole élémentaire Jean de La Fontaine;13 rue DU GENERAL LECLERC, 57700 Hayange;06 61 30 82 93;49.32714035184598;6.058924924941101
Ecole élémentaire les Mimosas;18 rue du Mimosa, 57700 Hayange;03 55 18 02 69;49.35390331130053;6.065709813689697
Ecole maternelle Haut Les Grands Bois;Rue des Grands Bois, 57700 Hayange;09 64 49 42 89;49.3169344657539;6.065559352994417
Ecole maternelle Konacker Charles Perrault;5 rue d'Artois, 57700 Hayange;03 55 18 82 66;49.35296969017083;6.0598501063416315
Ecole maternelle L. Pasteur - La Marelle;64 rue Pasteur, 57700 Hayange;03 55 18 02 68;49.325908136324806;6.052980536403358
Ecole maternelle Les Coccinelles;Rue Pierre Mendès France, 57700 Hayange;03 55 18 02 78;49.33314740928003;6.076750433944847
Ecole primaire Jules Verne;4 rue du 6 Juin 1944, 57700 Hayange;03 55 18 02 64;49.33769433439507;6.081849557413613
Ecole Primaire Le Jura;3 rue du Vallon, 57700 Hayange;03 55 18 82 64;49.3127484418946;6.074869484102508
Ecole Elémentaire;1 RUE D'OBERSTINZEL, 57930 Hellering-lès-Fénétrange;03 87 03 98 11;48.80847472212326;7.063399391224487
Ecole Elémentaire;8 rue de l'Ecole, 57660 Hellimer;03 87 01 86 11;48.99746136684898;6.830829359076105
Ecole Elémentaire;Rue Principale, 57690 Hémilly;03 87 64 34 43;49.06132740069577;6.501390005408808
école primaire de HEMING;Rue de l'Eglise, 57830 Héming;03 87 25 08 40;48.69494983399599;6.964280632596814
Ecole Elémentaire;43 grand'rue Grande rue, 57820 Henridorff;03 87 25 42 46;48.73300863108087;7.20903252902726
Ecole maternelle;5 rue de l'Eglise, 57820 Henridorff;03 87 25 47 88;48.732638797595875;7.21187973087156
Ecole primaire Le Pré Vert;2 rue de la Forêt, 57450 Henriville;03 87 89 29 17;49.09673534882581;6.852805307979934
Ecole Elémentaire Les deux Sarres;15 rue de l'Eglise, 57790 Hermelange;09 69 80 67 77;48.67982663251929;7.017770305171498
Ecole Elémentaire;Rue de Vatimont, 57580 Herny;03 87 01 04 00;48.9965011304218;6.4841219636080245
Ecole maternelle intercommunale;Rue de Vatimont, 57580 Herny;03 87 01 04 00;48.99874915128525;6.482089573053871
Ecole primaire;5 rue la Cour, 57400 Hesse;03 87 03 64 87;48.69598263046379;7.048169426501634
Ecole Elémentaire J. Michelet;4 rue des Ecoles, 57330 Hettange-Grande;03 82 53 11 29;49.40824588601195;6.147419534178985
Ecole Elémentaire Louis Pasteur;Rue de Pederobba, 57330 Hettange-Grande;03 82 53 11 72;49.40247823709471;6.161789955376141
Ecole maternelle L. Pasteur;11 rue DU CHANOINE HENNEQUIN, 57330 Hettange-Grande;03 82 53 18 51;49.40295425339169;6.1614401083773345
Ecole maternelle Sainte-Barbe;1 rue DES VIOLETTES, 57330 Hettange-Grande;03 82 53 88 60;49.41068941958104;6.14315037031349
Ecole Primaire Carole Gaessler;18 rue des bosquets, 57330 Hettange-Grande;03 82 84 50 06;49.42058184600558;6.157890791248353
Ecole primaire Marcel Kalk;2 rue de Goerlingen, 57400 Hilbesheim;06 02 18 03 25;48.777954723166815;7.0967005012767155
Ecole élémentaire;Rue de l'Eglise, 57510 Hilsprich;03 87 02 62 75;49.015427327990075;6.912759533402769
Ecole Elémentaire;9 place de la Mairie, 57220 Hinckange;03 87 79 36 70;49.18942758290225;6.445490250960017
Ecole Elémentaire;24 rue Foch, 57220 Holling;03 87 57 95 54;49.26074059362898;6.495600357383538
Ecole Primaire;Rue du Stade, 57510 Holving;03 87 09 54 18;49.012063008061205;6.9645193211899885
Ecole élémentaire les Chênes;Rue de Bellevue, 57470 Hombourg-Haut;03 87 04 77 31;49.1297002234535;6.775010167455507
Ecole maternelle Les Ecureuils;Rue Roche la Molière, 57470 Hombourg-Haut;03 87 81 16 79;49.130207950639615;6.775180234418857
Ecole maternelle Monborn;1 rue MONBORM, 57470 Hombourg-Haut;03 87 04 72 69;49.13430166729068;6.761480016740633
Ecole primaire la chapelle;8 rue de Bordeaux, 57470 Hombourg-Haut;03 87 04 43 56;49.14475824171898;6.7747500128337235
Groupe scolaire  Simon Batz;2 rue des Suédois, BP 57470, 57470 Hombourg-Haut;03 87 04 43 54;49.124446494687724;6.777179529541788
école primaire de HOMMARTING;1 bis rue DE L'ECOLE, 57405 Hommarting;03 87 07 98 33;48.74047823099642;7.144600163485262
Ecole élémentaire intercommunale Harreberg Hommert;Rue de la Guinguette, 57870 Hommert;03 87 25 52 96;48.67156211251219;7.176129431947532
Ecole Elémentaire;51 rue de Kirviller, 57670 Honskirch;03 87 05 48 26;48.94169930486645;6.957440380839795
Ecole Elémentaire;22 route Nationale, 57510 Hoste;03 87 09 43 70;49.06982904242084;6.888170413462214
Ecole Elémentaire;27 rue de Volmunster, 57720 Hottviller;03 87 06 13 96;49.07762705962235;7.358170228520058
Ecole Elémentaire;Rue de l'Ecole, 57820 Hultehouse;03 87 08 30 21;48.72045290387855;7.25828976777135
Ecole Elémentaire J. VERNE;9 rue Saint Nabor, 57990 Hundling;03 87 02 84 78;49.10900485240072;6.97974006513257
Ecole maternelle Les P'tits Loups;Rue Saint Nabor, 57990 Hundling;03 87 02 51 05;49.108756327501844;6.980530010511342
Ecole alternative Plant B;2 place du Stade, 57480 Hunting;03 82 55 05 87;49.415859260859015;6.334805759255621
Ecole primaire Jean de la Fontaine;46 route de Thionville, 57970 Illange;09 66 94 09 90;49.33057388436529;6.181040110001173
Ecole élémentaire de la Sarre;53 rue de la Sarre, 57400 Imling;03 87 23 85 98;48.716293376295766;7.02551032382389
Ecole maternelle de la Sarre;53 rue de la Sarre, 57400 Imling;03 87 23 85 98;48.716199845823326;7.025799808000604
Ecole Primaire;13 rue de l'Albe, 57670 Insming;03 87 01 61 85;48.95785663442693;6.872100100572858
Ecole Elémentaire;8 rue de Metz, 57990 Ippling;03 87 02 81 12;49.1061052902517;7.000990190837161
Ecole maternelle;Rue de Metz, 57990 Ippling;03 87 02 49 91;49.10579539241884;7.002699445979781
Ecole primaire;29 impasse de la Mairie, 57130 Jouy-aux-Arches;03 87 60 90 29;49.06303438751031;6.078310111702837
Ecole  élémentaire Thomas Pesquet;21 rue Principale, 57245 Jury;03 87 38 11 45;49.06971390322653;6.253020447408872
Ecole maternelle Thomas Pesquet;21 rue Principale, 57245 Jury;03 87 38 11 45;49.06982237370481;6.252869742995095
Ecole Elémentaire;2 rue de l'Ecole, 57130 Jussy;03 87 60 23 16;49.10151441364011;6.085700486485396
Ecole élémentaire La flûte enchantée;4 rue de l'Abbé Albert, 57412 Kalhausen;03 87 02 02 10;49.020179616868255;7.152679639207481
Ecole maternelle Les lilas;4 rue des Lilas, 57412 Kalhausen;03 87 02 02 11;49.02176202291359;7.1530595782074196
Ecole primaire Jean de Raville;11 rue d'Hettange, 57330 Kanfen;03 82 50 26 96;49.43564202694454;6.1114526611781965
Ecole maternelle;4 rue DE L'ECOLE, 57430 Kappelkinger;03 87 01 29 02;48.970986855138364;6.910639874254953
Ecole primaire;6 rue des Ecoles, 57920 Kédange-sur-Canner;09 64 29 66 45;49.31030032370995;6.335519784456375
Ecole primaire;15 rue de l'Ecole, 57460 Kerbach;03 87 87 15 41;49.16516043841186;6.966370393358695
Ecole Elémentaire;29 rue de Verdun, 57480 Kirsch-lès-Sierck;03 82 83 70 60;49.443489366446286;6.400200588754653
ECOLE ELEMENTAIRE PUBLIQUE LA FORET;3 rue de l'Ecole, 57480 Kirschnaumen;03 82 83 30 12;49.39684374790074;6.433800482095371
Ecole maternelle Les hirondelles;1 RUE SAINT MICHEL, 57480 Kirschnaumen;03 82 83 31 70;49.414404140514016;6.419020116050742
Ecole Elémentaire J. Burger;Rue de Lorraine, 57240 Knutange;03 57 32 31 91;49.3396512723733;6.0364095852938355
Ecole Elémentaire R. Schuman;42 rue de la République, 57240 Knutange;03 57 32 31 92;49.33974433918981;6.0427201855165995
Ecole maternelle Le Parc;8 rue Roger Naumann, 57240 Knutange;03 57 32 31 94;49.339709962522996;6.039869839177428
Ecole maternelle Les Acacias;Rue des Peupliers, 57240 Knutange;03 57 32 31 93;49.335387415707;6.043340011138386
ECOLE ELEMENTAIRE LA MAGNASCOLE;30 rue du Stade, 57970 Koenigsmacker;03 82 55 02 29;49.38972921732863;6.275510188448066
Ecole maternelle les Crayons Magiques;20 rue du Stade, 57970 Koenigsmacker;03 82 55 01 24;49.390194431514175;6.274609500276695
Ecole Elémentaire GREGOIRE SOLOTAREFF;6 rue des Ecoles, 57970 Kuntzig;03 82 56 10 63;49.34744010045139;6.238460020300592
Ecole maternelle Bois Richard;19 rue Courte, 57490 L'Hôpital;03 87 93 41 18;49.16658906726488;6.732279663237707
Ecole primaire Josef Ley;1 rue de la Mairie, 57490 L'Hôpital;03 87 93 67 58;49.157962757816605;6.732630511872526
Ecole primaire Pierre Philipps;4 rue de Cannes, 57490 L'Hôpital;03 87 93 42 22;49.1618646306735;6.752679507665639
Ecole primaire Les hérons;Rue des Ecoles, 57140 La Maxe;03 87 31 27 30;49.168130591270746;6.192140527143113
Ecole Elémentaire;17 rue Principale, 57730 Lachambre;03 87 92 32 56;49.08140671936953;6.7440405276061215
Ecole Elémentaire les Hirondelles;Place de l'Eglise, 57410 Lambach;03 87 96 46 90;49.03447563941914;7.359510520646412
Ecole maternelle Les hirondelles;Place de la Cloche, 57410 Lambach;03 87 96 48 66;49.034680279340044;7.359479783962279
Ecole Elémentaire Ecole d'éole;3 rue de Suisse, 57340 Landroff;03 87 86 12 68;48.967893663562975;6.610719928521657
Ecole Elémentaire;10 RUE GENERAL DE GAULLE, 57400 Langatte;03 87 23 96 51;48.75633881092336;6.979900226877547
Ecole primaire les Hauts Chênes;13 rue PRINCIPALE, 57810 Languimberg;03 87 03 94 81;48.74601046525271;6.8576836363781934
Ecole primaire;2 bis forum des 4 vents, 57530 Laquenexy;03 87 64 85 87;49.07859426584635;6.316209623502365
La maison école;176 rue de l'église, 57385 Laudrefang;;49.08396601796807;6.639739808000393
Ecole Primaire M. Pagnol;41 rue du Nord, 57050 Le Ban-Saint-Martin;03 87 31 05 59;49.12667896154237;6.146670559564216
Ecole primaire P. Verlaine;1 AVENUE HENRI II, 57050 Le Ban-Saint-Martin;06 45 01 72 72;49.12240095020273;6.150600342498795
Ecole primaire;6 place Charles de Gaulle, 57430 Le Val-de-Guéblange;03 87 01 67 37;48.97824992185596;6.960540155936265
Ecole primaire;17 rue de la Libération, 57660 Lelling;03 87 90 04 19;49.04082911423924;6.710770558558684
Ecole Elémentaire Les verriers;2 rue de l'Eglise, 57620 Lemberg;03 87 06 49 05;49.00381334557983;7.378469383840897
Ecole maternelle les écureuils;31 GRAND'RUE GRANDE RUE, 57620 Lemberg;03 87 06 49 04;49.00132409073922;7.378100600744044
Ecole maternelle L'arche de Noé;2 rue du Moulin, 57580 Lemud;03 87 64 78 41;49.038534666690104;6.365179416869401
Ecole primaire;10 rue DE MONEIN, 57580 Lesse;03 87 01 94 87;48.96332373178644;6.505539836021396
Ecole primaire Groupe Scolaire du Parc;2 rue de la Côte, 57160 Lessy;03 87 60 49 64;49.12110803973481;6.093169621370827
Ecole Elémentaire;41 A rue Principale, 57810 Ley;03 87 86 70 86;48.73847181623326;6.661980181893288
Ecole primaire;10 rue PRINCIPALE, 57660 Leyviller;03 87 01 89 05;49.032218314446666;6.836009419409138
Ecole maternelle franco-allemande;45 rue Principale, 57230 Liederschiedt;03 87 96 63 46;49.121621488645374;7.503709665479632
Ecole élémentaire Pierre Gérard;22 rue des Jardins, 57635 Lixheim;03 87 07 79 00;48.77754065575538;7.140389356228501
Ecole Elémentaire;5 rue Principale, 57520 Lixing-lès-Rouhling;03 87 09 34 29;49.15342568571898;6.993840631034386
Ecole primaire Auguste Migette;Rue Robert Schuman, 57050 Longeville-lès-Metz;03 87 30 70 86;49.114482855776984;6.135410649836131
Ecole primaire Saint-Symphorien;5 rue de la Jeunesse, 57050 Longeville-lès-Metz;03 87 38 44 92;49.11692123272777;6.153340459556659
Ecole primaire les Loups'Bla;Rue du 3 Juin, 57740 Longeville-lès-Saint-Avold;03 87 92 45 65;49.117981032738065;6.641359510378027
Ecole primaire J. Crevaux;6 rue du Docteur Crevaux, 57790 Lorquin;03 87 24 80 45;48.67208991434672;6.998239813469193
Ecole primaire;Rue des Ecoles, 57050 Lorry-lès-Metz;07 81 72 99 80;49.141180176503475;6.120660403382133
Ecole primaire de LOUDREFING;47 rue du Général de Gaulle, 57670 Loudrefing;09 75 99 16 28;48.85180045315355;6.8811694885701415
Ecole Elémentaire;Rue d'Ellviller, 57510 Loupershouse;03 87 09 60 70;49.07953601060727;6.909530185591015
Ecole maternelle;Rue d'Ellviller, 57510 Loupershouse;03 87 28 92 64;49.079493110815314;6.909769514020719
Ecole primaire Des Racines et des Ailes;2 grand'rue GRANDE RUE, 57420 Louvigny;03 87 69 74 92;48.961942480564176;6.1841999214539545
Ecole primaire de LUPPY;11 rue Principale, 57580 Luppy;03 87 57 63 58;48.98175907053483;6.34657033852165
Ecole primaire;Rue de l'Eglise, 57935 Luttange;03 82 83 99 30;49.269550675004254;6.308709807091576
Ecole élémentaire;148 rue Konzett, 57820 Lutzelbourg;03 87 25 38 03;48.73484732684567;7.252059581391303
Ecole Elémentaire Les mésanges - Cité Petit Ebersviller;Rue de Strasbourg, 57730 Macheren;03 87 92 10 23;49.092166337602194;6.723380256715209
Ecole maternelle Les petites mains - Petit Ebersviller;3 rue de Château Salins, 57730 Macheren;03 87 91 10 03;49.09271625099358;6.723440329510326
Ecole Elémentaire;Place de la Forge, 57380 Mainvillers;03 87 01 02 13;49.019254625789664;6.543660505665139
Ecole Elémentaire Les Ecarts;1 rue des Ecoles, 57280 Maizières-lès-Metz;03 87 80 23 64;49.219338424808356;6.146019537722658
Ecole maternelle  Les Prédelés;Rue Sainte Marie, 57280 Maizières-lès-Metz;03 87 80 63 50;49.213186000954664;6.163339725869435
Ecole maternelle Arc en Ciel;2 rue des Ecoles, 57280 Maizières-lès-Metz;07 57 07 74 54;49.21990801254525;6.146430552572825
Ecole maternelle L. Pasteur;18 rue Pasteur, 57280 Maizières-lès-Metz;03 87 80 56 78;49.21388422847784;6.160870501504647
école maternelle Val Maidera;Avenue Marguerite Duras, 57280 Maizières-lès-Metz;03 87 30 22 18;49.21407930862994;6.154320322924068
Ecole primaire Pasteur;22 rue Sainte-Marie, 57280 Maizières-lès-Metz;06 19 26 04 50;49.2134588787584;6.16377530477923
Groupe Scolaire Clair matin/Victor Hugo;Rue Gabriel Pierne, 57280 Maizières-lès-Metz;03 87 80 21 38;49.20525110648913;6.159709763651809
Groupe scolaire de Brieux;Avenue de Brieux, 57280 Maizières-lès-Metz;03 87 80 61 18;49.205673908697534;6.1647504521415835
Ecole primaire;Place de la Mairie, 57810 Maizières-lès-Vic;03 87 86 65 20;48.72011886814015;6.775209750272144
ECOLE PRIMAIRE PUBLIQUE;5 rue du stade, 57480 Manderen-Ritzing;;49.451817409352806;6.434321961154435
école primaire Moselly;66 grand'rue GRANDE RUE, 57100 Manom;03 82 53 67 71;49.36935932398885;6.188710030386067
Ecole Elémentaire;76 bis rue Principale, 57380 Many;03 87 01 08 11;49.00236332815987;6.521659426393033
Ecole Elémentaire F. Midy;Rue des Pionniers, 57535 Marange-Silvange;03 87 80 32 03;49.223763759470586;6.125360057583955
Ecole Elémentaire La Rousse;2 rue Auguste Migette, 57535 Marange-Silvange;03 87 80 41 64;49.212243290959044;6.111129571693036
Ecole maternelle Felix Midy;Rue des Pionniers, 57535 Marange-Silvange;03 87 80 41 93;49.22389981973383;6.1261498843781395
Ecole maternelle La Rousse;Rue de la Rousse, 57535 Marange-Silvange;03 87 80 28 17;49.21365874873974;6.113350314996751
Ecole Elémentaire;9 rue de Hallering, 57690 Marange-Zondrange;03 87 64 32 81;49.11230281225751;6.53810064621351
Ecole primaire TERRE EN VIGNE;Chemin Terres En Vignes, 57420 Marieulles;03 87 52 83 19;49.006047155558974;6.099290079831201
Ecole Elémentaire Ferry;1 RUE ST VINCENT DE PAUL, 57155 Marly;03 87 62 52 37;49.061055031559384;6.166010187164846
Ecole maternelle Jules Ferry;1 RUE ST VINCENT DE PAUL, 57155 Marly;03 87 63 30 19;49.060775802281;6.166429963392105
Ecole primaire Célestin Freinet;20 avenue des Azalées, 57155 Marly;03 87 63 37 40;49.064364599129874;6.162429839820337
Ecole primaire Henrion;19 rue de Metz, 57155 Marly;03 87 65 25 85;49.06166984043822;6.152730625460668
Ecole maternelle;5 place d'Armes, 57630 Marsal;03 87 86 03 05;48.78835918485183;6.60937014909678
école primaire Neufchère;2 rue Saint Arnould, 57340 Marthille;03 87 86 33 62;48.92438225547178;6.557149862918245
Ecole Elémentaire Le Lanceumont;2 chemin du Patural, 57245 Mécleuves;03 87 38 23 60;49.05405533024838;6.274610292711051
Ecole maternelle Le Lanceumont intercommunale;Rue du Patural, 57245 Mécleuves;09 65 33 45 28;49.05397088900076;6.275000673554969
école primaire de MERTEN;Place du Château, 57550 Merten;03 87 93 00 31;49.25206795037699;6.665200120991074
Ecole Elémentaire;48 hameau de Cubolot, 57560 Métairies-Saint-Quirin;09 75 95 72 93;48.65281627499416;7.041890152921913
